SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,log10(mmol_solvent/g_Polymer)
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.15366565
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.391155495
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.181176373
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.303680394
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.338982153
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.108895818
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.295344
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.031200285
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.035942508
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.155878399
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.152711095
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.96576378
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.908127435
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.038574365
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.890079621
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.997544659
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.825984347
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.012547217
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-1.089469858
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.798971285
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.911052967
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.749897077
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.890106717
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.866791957
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.720659029
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.762497778
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.898753257
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.818042904
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.776725463
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.675309758
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.802767805
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.656103679
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.735936229
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.624583808
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.774536597
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.635957665
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.873908162
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.698650218
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.741949736
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.565110455
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.717305074
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.59983683
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.601726643
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.495173682
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.614202281
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.456700961
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.435893753
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.400143721
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.550696774
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.424178893
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.559333337
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.408542836
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.712162579
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.270724538
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.547377577
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.299939426
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.431168431
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.425430851
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.457564416
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.30899354
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.159641821
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.167155346
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.302635584
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.067578333
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.052183935
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.202099239
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.340247166
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.137781505
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.0139171
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.004848373
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.289352767
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.238460002
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.09948502
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.047755056
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.096545829
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.163913153
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.09079845
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.196259604
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.053495664
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.20346696
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.250319347
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.104182377
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,0.247713694
749.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884,-0.117863326
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.879220486
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.400950736
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.15366565
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.391155495
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.181176373
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.303680394
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.338982153
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.108895818
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.295344
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.031200285
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.035942508
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.155878399
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.152711095
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.96576378
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.908127435
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.038574365
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.890079621
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.997544659
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.825984347
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.012547217
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-1.089469858
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.798971285
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.911052967
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.749897077
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.890106717
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.866791957
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.720659029
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.762497778
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.898753257
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.818042904
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.776725463
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.675309758
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.802767805
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.656103679
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.735936229
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.624583808
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.774536597
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.635957665
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.873908162
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.698650218
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.741949736
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.565110455
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.717305074
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.59983683
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.601726643
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.495173682
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.614202281
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.456700961
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.435893753
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.400143721
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.550696774
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.424178893
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.559333337
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.408542836
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.712162579
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.270724538
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.547377577
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.299939426
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.431168431
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.425430851
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.457564416
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.30899354
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.159641821
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.167155346
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.302635584
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.067578333
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.052183935
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.202099239
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.340247166
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.137781505
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.0139171
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.004848373
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.289352767
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.238460002
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.09948502
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.047755056
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.096545829
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.163913153
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.09079845
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.196259604
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.053495664
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.20346696
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.250319347
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.104182377
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,0.247713694
750.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884,-0.117863326
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.879220486
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.400950736
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.15366565
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.391155495
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.181176373
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.303680394
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.338982153
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.108895818
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.295344
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.031200285
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.035942508
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.155878399
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.152711095
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-0.96576378
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-0.908127435
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.038574365
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-0.890079621
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-0.997544659
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-0.825984347
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.012547217
751.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884,-1.089469858
