SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,Valid_SMILES,Tg,FFV,Tc,Density,Rg
44,CC(=CC[*])C[*],ClC(Cl)Cl,1.0,-6.060480747,1.48,119.378,1.906662583,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
45,CC(=CC[*])C[*],ClC=C(Cl)Cl,1.0,-5.328827157,1.458,131.389,1.954801483,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
46,CC(=CC[*])C[*],ClCC(Cl)Cl,1.0,-5.829738285,1.435,133.405,1.968320206,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
47,CC(=CC[*])C[*],ClCCCl,1.0,-6.179798541,1.246,98.96,1.899941644,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
48,CC(=CC[*])C[*],Clc1ccccc1,1.0,-6.003050752,1.101,112.559,2.009592907,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
49,CC(=CC[*])C[*],Fc1ccccc1,1.0,-5.970616222,1.019,96.104,1.97456728,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
50,CC(=CC[*])C[*],Nc1ccccc1,1.0,-6.982966661,1.018,93.129,1.961337162,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
51,CC(=CC[*])C[*],O=C1CCCCC1,1.0,-5.804100348,0.942,98.145,2.017817277,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
52,CC(=CC[*])C[*],O=Cc1ccccc1,1.0,-6.749579998,1.04,106.124,2.008780272,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
53,CC(=CC[*])C[*],O=[N+]([O-])c1ccccc1,1.0,-6.863279433,1.2,123.111,2.011115613,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
54,CC(=CC[*])C[*],OCc1ccccc1,1.0,-7.235077015,1.041,108.14,2.016535636,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
55,CC(=CC[*])C[*],c1ccc2c(c1)CCCC2,1.0,-5.801342913,0.967,132.206,2.135824691,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
56,CC(=CC[*])C[*],c1ccccc1,0.0,-7.087286941,0.873,78.114,1.951714634,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
57,CC(=CC[*])C[*],c1ccccc1,1.0,-6.242328053,0.873,78.114,1.951714634,True,65.78697137776766,0.404634954332672,0.2248168377296329,0.8015730972700291,16.48548623572851
58,CC(=O)OC([*])CC(COC(=O))C[*],c1ccccc1,0.26040144,-11.4621809,0.873,78.114,1.951714634,True,22.915154150784367,0.3329136119291555,0.1947646698150649,1.0819134886346942,13.471378338847828
59,CC(=O)OC([*])CC(COC(=O))C[*],c1ccccc1,0.381433416,-10.23507702,0.873,78.114,1.951714634,True,22.915154150784367,0.3329136119291555,0.1947646698150649,1.0819134886346942,13.471378338847828
60,CC(=O)OC([*])CC(COC(=O))C[*],c1ccccc1,0.439208854,-9.612610174,0.873,78.114,1.951714634,True,22.915154150784367,0.3329136119291555,0.1947646698150649,1.0819134886346942,13.471378338847828
61,CC(=O)OC([*])CC(COC(=O))C[*],c1ccccc1,0.487643728,-9.128427064,0.873,78.114,1.951714634,True,22.915154150784367,0.3329136119291555,0.1947646698150649,1.0819134886346942,13.471378338847828
62,CC(=O)OC([*])CC(COC(=O))C[*],c1ccccc1,0.556558543,-8.832682665,0.873,78.114,1.951714634,True,22.915154150784367,0.3329136119291555,0.1947646698150649,1.0819134886346942,13.471378338847828
63,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC#N,0.06,-9.721246399,0.782,41.053,1.720138146,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
64,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC#N,0.1,-9.537602002,0.782,41.053,1.720138146,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
65,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC#N,0.15,-9.337242168,0.782,41.053,1.720138146,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
66,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC#N,0.2,-9.187086643,0.782,41.053,1.720138146,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
67,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC#N,0.25,-9.13076828,0.782,41.053,1.720138146,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
68,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.350851185,-7.037630664,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
69,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.352968999,-7.030243655,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
70,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.421797953,-6.802424204,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
71,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.423562798,-6.684029655,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
72,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.426739519,-6.728158393,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
73,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.428504364,-6.769551079,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
74,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.491332846,-6.552841969,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
75,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.494156598,-6.420651434,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
76,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.495921443,-6.614393726,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
77,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.561220708,-6.394694954,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
78,CC(=O)OC1OC(OC2C(OC(C)=O)OC(O[*])C(OC(C)=O)C2O)C(OC(C)=O)C(O)C1[*],CC(C)=O,0.562279615,-6.414777352,0.784,58.08,1.869710545,True,63.01673084699977,0.31971442636216163,0.1855974986258532,1.170448451113872,15.881697721305475
79,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.1387036,-9.705533774,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
80,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.30138051,-9.510041521,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
81,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.402931521,-8.829738285,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
82,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.548300543,-8.480172006,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
83,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.63607286,-8.26520017,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
84,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.740561649,-8.173925197,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
85,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.893598485,-8.055517328,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
86,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CC(C)=O,0.969900219,-8.106793247,0.784,58.08,1.869710545,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
87,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.024730303,-8.910094889,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
88,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.148286141,-8.602059991,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
89,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.298697198,-8.524328812,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
90,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.43712943,-8.214670165,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
91,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.584870499,-8.124938737,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
92,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.789478612,-7.962573502,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
93,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.896077389,-7.928117993,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
94,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.957411019,-7.966576245,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
95,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],CO,0.999787094,-7.946921557,0.787,32.042,1.609744884,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
96,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.246574238,-9.555955204,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
97,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.26691006,-9.350665141,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
98,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.337432345,-9.238824187,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
99,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.373516314,-9.024568191,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
100,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.496833223,-8.649751982,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
101,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.519946562,-8.764471553,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
102,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.653919603,-8.261219442,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
103,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.756051356,-8.134896025,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
104,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.811529203,-8.165579296,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
105,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(=O)OC,0.847539828,-8.19314197,1.069,90.078,1.92564103,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
106,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(C)=O,0.294192387,-9.202732459,0.927,74.079,1.902615377,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
107,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(C)=O,0.36908307,-8.690369833,0.927,74.079,1.902615377,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
108,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(C)=O,0.637473395,-8.151810883,0.927,74.079,1.902615377,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
109,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(C)=O,0.798589206,-8.133122186,0.927,74.079,1.902615377,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
110,CC(=O)OCC1OC([*])C(OC(C)=O)C(OC(C)=O)C1O[*],COC(C)=O,0.833206683,-8.122053048,0.927,74.079,1.902615377,True,42.93436142094389,0.3281018289317263,0.1753484281712158,1.1184440763030827,15.061277560140843
111,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,CC(C)=O,1.0,-10.61978876,0.784,58.08,1.869710545,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
112,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.097818475,-10.40782324,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
113,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.14155349,-10.39361863,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
114,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.177608683,-10.38510278,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
115,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.26775293,-9.194499142,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
116,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.28510005,-9.472370099,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
117,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.287595208,-10.35556141,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
118,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N([*])C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C4=CC=CC([*])=C4)C(=O)C3=C2)C=C1,ClCCl,0.308214239,-10.10072681,1.318,84.933,1.809161054,True,241.58835374994806,0.372603957601694,0.22375901042766255,1.1493319053666653,20.39034984981685
