ID,Name,Polymer_SMILES,Monomer_SMILES_1,Monomer_SMILES_2,Egc,Egb,Eib,CED,Ei,Eea,nc,ne,Xc,Xe,epse_6.0,epsc,epse_3.0,epse_1.78,epse_15.0,epse_4.0,epse_5.0,epse_2.0,epse_9.0,epse_7.0,epsb,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Cp,Td,Tg,Tm,rho,LOI,SELFIES
P010001,polyethene,*C*,C=C,,4.330576,4.113436,3.935148,82.704056,5.7620873,1.0462542,1.8067223,1.5393679,35.476757,33.37782,3.0963113,3.891137,3.3870559,3.553955,2.4415476,3.2880192,3.1888304,3.5197911,2.8190103,3.000375,51.118927,18.90876,18.037579,571.78564,6.5513773,45.561623,40.347748,11.179819,4.2242804,27.200653,1.3307803,588.05804,313.36267,430.56586,1.1943767,24.51594,
P010001,poly(diazomethane),*C*,C=[N+]=[N-],,4.330576,4.113436,3.935148,82.704056,5.7620873,1.0462542,1.8067223,1.5393679,35.476757,33.37782,3.0963113,3.891137,3.3870559,3.553955,2.4415476,3.2880192,3.1888304,3.5197911,2.8190103,3.000375,51.118927,18.90876,18.037579,571.78564,6.5513773,45.561623,40.347748,11.179819,4.2242804,27.200653,1.3307803,588.05804,313.36267,430.56586,1.1943767,24.51594,
P010002,poly(prop-1-ene),CC(*)C*,CC=C,,5.633808,5.649743,4.384637,80.591415,6.4880023,0.62603104,1.7027452,1.486593,23.849182,27.19601,2.640891,3.475667,2.8187008,2.9316044,2.2964296,2.7551918,2.6915915,2.906963,2.4834285,2.578957,30.453545,11.852592,12.472618,427.70166,29.942661,348.48218,350.1981,75.35117,22.92839,229.15457,1.390969,593.5304,323.89493,428.24945,0.9869837,17.736095,
P010003,poly(but-1-ene),CCC(*)C*,CCC=C,,5.676443,5.762833,4.4566846,75.27324,6.387467,0.47475874,1.6924099,1.4805474,20.97941,25.338812,2.583605,3.4330354,2.7529168,2.8607373,2.2761302,2.6913254,2.6313586,2.8347702,2.4413223,2.5274527,30.342724,8.751724,9.984882,366.75208,37.759354,453.3476,458.07748,97.34058,29.24423,298.2716,1.4026165,588.014,318.73334,425.2222,0.94973445,16.625181,
P010004,poly(pent-1-ene),CCCC(*)C*,CCCC=C,,5.6472764,5.7415237,4.4406686,74.22809,6.3754597,0.4734484,1.689327,1.4789662,20.451813,25.474102,2.586262,3.4246898,2.760597,2.8644776,2.263394,2.6998065,2.6367297,2.838821,2.4349866,2.5293338,33.64572,5.7933655,7.2552643,263.38257,41.119183,491.8791,492.56906,105.43138,31.744719,318.5799,1.4485903,579.4232,312.66846,416.38965,0.927793,16.26179,
P010006,poly(3-methylbut-1-ene),CC(C)C(*)C*,CC(C)C=C,,5.6823606,5.763594,4.4448752,77.96437,6.42803,0.5247656,1.6857139,1.4740093,18.131142,22.468805,2.5729825,3.4341893,2.742491,2.854661,2.256056,2.6792278,2.619171,2.8242366,2.4245,2.5158343,21.828226,12.087257,13.453964,529.3804,47.48357,569.33307,566.4948,121.99158,36.68545,364.86258,1.3552407,594.3319,333.31418,438.90613,0.9453372,16.924603,
P010007,poly(hex-1-ene),CCCCC(*)C*,CCCCC=C,,5.6381965,5.714942,4.4105034,72.630356,6.388233,0.44333243,1.689921,1.4795996,20.364204,25.543884,2.6186042,3.4303615,2.7992983,2.8985472,2.2729053,2.7366898,2.670992,2.8752916,2.4561617,2.5587153,41.33895,1.6674118,3.5129128,126.7146,35.82402,408.20392,401.17557,88.224106,27.092697,257.42743,1.4850937,572.97656,298.86102,401.33014,0.9141221,15.684042,
P010008,poly(4-methylpent-1-ene),CC(C)CC(*)C*,CC(C)CC=C,,5.713483,5.820225,4.449559,76.49417,6.4323726,0.47903562,1.684375,1.4746745,17.076744,21.639238,2.5914345,3.4217665,2.7550054,2.8619642,2.2664793,2.6947587,2.637004,2.8324945,2.4389565,2.5346131,25.118355,11.438812,12.36021,474.27637,42.65696,493.62094,485.7318,106.521126,32.475357,311.4509,1.3772641,585.3021,319.71576,428.8169,0.9251926,16.177,
P010009,poly(hept-1-ene),CCCCCC(*)C*,CCCCCC=C,,5.6212053,5.662711,4.3845177,70.97999,6.384577,0.40876162,1.6880624,1.479639,20.37884,25.722795,2.6431231,3.4310303,2.8251297,2.9174256,2.2854166,2.7595198,2.695604,2.8976712,2.4744358,2.5818324,48.116035,0.0001,0.16989136,6.1862793,29.64154,318.05853,307.65912,69.623405,21.905457,196.62903,1.5098985,571.4407,286.45624,390.35834,0.90292084,14.993071,
P010009,poly(1-heptene),CCCCCC(*)C*,CCCCCC=C,,5.6212053,5.662711,4.3845177,70.97999,6.384577,0.40876162,1.6880624,1.479639,20.37884,25.722795,2.6431231,3.4310303,2.8251297,2.9174256,2.2854166,2.7595198,2.695604,2.8976712,2.4744358,2.5818324,48.116035,0.0001,0.16989136,6.1862793,29.64154,318.05853,307.65912,69.623405,21.905457,196.62903,1.5098985,571.4407,286.45624,390.35834,0.90292084,14.993071,
P010010,poly(5-methylhex-1-ene),CC(C)CCC(*)C*,CC(C)CCC=C,,5.695448,5.807488,4.4287252,76.022156,6.428355,0.4787202,1.6907592,1.4798623,16.535788,21.409536,2.6202536,3.4340734,2.7820919,2.889504,2.2842612,2.7220495,2.665957,2.8602257,2.4638653,2.5634885,29.40582,11.033562,11.717659,435.5515,37.600864,418.3862,406.67767,91.0124,28.175581,259.72644,1.4034989,579.6677,307.00696,418.48315,0.90935206,15.602324,
P010011,poly(5-methylhept-1-ene),CCC(C)CCC(*)C*,CCC(C)CCC=C,,5.7039795,5.8229084,4.431259,74.81634,6.4195204,0.4537691,1.6902056,1.4801764,15.869921,20.858816,2.6189904,3.4201977,2.774059,2.8815622,2.287715,2.716417,2.6630917,2.852469,2.4664729,2.5630608,31.966969,11.313934,12.044895,431.60327,35.769444,389.3259,374.9468,85.11558,26.546612,238.2414,1.4092488,575.6692,303.2229,416.01727,0.9024006,15.385651,
P010012,poly(non-1-ene),CCCCCCCC(*)C*,CCCCCCCC=C,,5.60116,5.597994,4.350283,70.51391,6.3981633,0.41742897,1.6803317,1.475957,19.906382,25.694557,2.6511703,3.4107199,2.8242953,2.903737,2.292388,2.7585926,2.7032444,2.8880882,2.480467,2.589985,57.27089,0.0001,0.0001,0.0001,21.746616,207.43207,194.50253,46.710217,15.417513,123.97999,1.5355433,571.3842,268.5542,375.59943,0.887756,14.21681,
P010013,poly(dec-1-ene),CCCCCCCCC(*)C*,CCCCCCCCC=C,,5.5077763,5.4917307,4.31569,70.84592,6.35316,0.45859265,1.6828125,1.4766437,19.135706,25.16072,2.662866,3.4240336,2.8385782,2.91809,2.295627,2.7711017,2.716201,2.9024854,2.4883056,2.6001227,58.4125,0.0001,0.0001,0.0001,20.724087,191.77454,177.37842,43.48716,14.532175,112.61006,1.5363337,570.44824,264.9549,371.7813,0.88338983,14.020023,
P010014,poly(2-methylprop-1-ene),CC(C)(*)C*,CC(C)=C,,5.654743,5.7120476,4.4406443,78.87882,6.419132,0.5654832,1.684238,1.4719615,19.11344,23.374119,2.551337,3.4287996,2.7222595,2.8359318,2.247749,2.6580904,2.5974228,2.8051622,2.4092834,2.4941015,20.053196,13.09774,14.88578,587.478,49.714252,613.44586,617.50244,130.8208,38.900227,400.07642,1.3403854,601.0223,344.48315,447.23395,0.964803,17.507149,
P010015,poly(2-methylbut-1-ene),CCC(C)(*)C*,CCC(C)=C,,5.7942104,5.886342,4.485341,75.39211,6.465957,0.44249713,1.6716039,1.4651817,18.492092,22.704239,2.529571,3.374363,2.6838744,2.788962,2.2433422,2.6259477,2.5711331,2.7603245,2.3948007,2.4742012,22.964355,12.134972,14.02507,541.0991,46.168285,553.0544,550.60455,118.691574,35.6793,354.93176,1.3477683,594.24634,332.80453,438.96478,0.9563762,17.10168,
P010017,"poly(1,1,2-trimethylcyclopropane)",CC(C*)C(C)(C)*,CC1CC1(C)C,,5.7675123,5.87734,4.4388943,76.36293,6.48068,0.47369075,1.6708355,1.4659281,17.459923,21.957308,2.5511374,3.396378,2.7081034,2.8103309,2.2513816,2.647856,2.5946474,2.783752,2.4070115,2.4936466,18.56485,11.668037,15.118206,568.54956,42.82047,498.07724,493.23648,107.792816,32.791145,318.41318,1.3486838,593.6698,331.10626,442.3686,0.9436476,16.932213,
P010021,poly(vinylcyclopropane),*CC(*)C1CC1,C=CC1CC1,,5.7657375,5.966483,4.4639215,79.08797,6.559476,0.53833485,1.6980227,1.4798646,18.560463,22.96027,2.6100485,3.3790493,2.7717955,2.8788157,2.2673063,2.7263553,2.6548028,2.8477416,2.4553785,2.5545049,25.015785,24.902573,20.132877,772.1439,29.985872,345.29312,341.86685,74.86695,22.855614,223.28094,1.415336,594.012,346.2848,452.37662,0.94073427,15.694569,
P010022,poly(vinylcyclobutane),*CC(*)C1CCC1,C=CC1CCC1,,5.892272,6.131631,4.444845,79.84752,6.7037168,0.53217125,1.6940565,1.4789919,19.875673,24.659092,2.585168,3.3575122,2.731499,2.8336868,2.268029,2.6906505,2.6248055,2.8033652,2.4415543,2.533187,29.363665,25.001003,20.315025,758.3827,27.219034,309.1099,306.7245,67.33843,20.68152,201.5246,1.4724876,587.5771,340.51392,445.38834,0.9216083,15.490767,
P010023,poly(vinylcyclopentane),*CC(*)C1CCCC1,C=CC1CCCC1,,5.9542522,6.2078648,4.4190044,80.29997,6.7903666,0.5345918,1.690939,1.4783278,21.10984,26.000286,2.5609555,3.339056,2.694912,2.793678,2.2699218,2.656476,2.5962715,2.7646604,2.4280875,2.5123863,33.156654,24.76469,20.360523,738.1979,24.02832,267.3542,265.39337,58.60565,18.162125,175.7392,1.5099049,584.6108,335.98376,440.21188,0.9115846,15.490234,
P010024,poly(allylcyclopentane),*CC(*)CC1CCCC1,C=CCC1CCCC1,,5.983904,6.238987,4.391996,80.27977,6.842767,0.54000735,1.6819457,1.47417,22.49238,27.337112,2.5389996,3.3161273,2.6657891,2.755745,2.26435,2.6279972,2.5723405,2.7302294,2.411633,2.4925504,36.3442,23.541645,19.50481,684.3573,22.338066,246.93744,246.38068,54.335308,16.898535,164.31705,1.539724,582.0651,331.15842,436.2468,0.9061838,15.535515,
P010025,poly(vinylcyclohexane),*CC(*)C1CCCCC1,C=CC1CCCCC1,,5.99345,6.252782,4.4046044,80.19647,6.8409286,0.53121054,1.6854588,1.4757094,22.316261,27.233685,2.5323753,3.3129902,2.6565044,2.7498188,2.2676094,2.6197772,2.5643983,2.7227588,2.4098535,2.487254,36.707382,23.637653,19.66874,700.2478,21.238317,230.90002,228.76257,50.946674,15.956633,152.63379,1.5406189,582.6362,330.50903,434.0196,0.9060106,15.593544,
P010026,poly(allylcyclohexane),*CC(*)CC1CCCCC1,C=CCC1CCCCC1,,5.9868565,6.241147,4.385171,79.79649,6.846868,0.53191185,1.6772356,1.4712988,23.405905,28.277428,2.5183792,3.2927063,2.6399179,2.7239625,2.2621114,2.6026406,2.5501869,2.7003458,2.3978438,2.4742332,38.892372,22.125645,18.446068,647.67444,20.235397,218.92352,217.67015,48.447784,15.219145,145.92886,1.5638174,580.28455,325.81146,430.03912,0.9036372,15.700628,
P010027,poly(3-phenylprop-1-ene),*CC(*)Cc1ccccc1,C=CCc1ccccc1,,4.873574,4.7006354,4.134129,86.30691,5.9680805,0.974941,1.762908,1.5147083,33.553005,33.180393,2.5819576,3.4325132,2.6997523,2.8315487,2.3599977,2.6421213,2.606048,2.8026538,2.4979858,2.549195,7.6422834,25.341,34.407333,1322.9862,10.5725765,109.01867,116.878525,24.86802,7.9285994,81.652985,1.3255879,609.0554,342.66357,447.73505,1.088817,22.933842,
P010027,poly(3-phenylpropene),*CC(*)Cc1ccccc1,C=CCc1ccccc1,,4.873574,4.7006354,4.134129,86.30691,5.9680805,0.974941,1.762908,1.5147083,33.553005,33.180393,2.5819576,3.4325132,2.6997523,2.8315487,2.3599977,2.6421213,2.606048,2.8026538,2.4979858,2.549195,7.6422834,25.341,34.407333,1322.9862,10.5725765,109.01867,116.878525,24.86802,7.9285994,81.652985,1.3255879,609.0554,342.66357,447.73505,1.088817,22.933842,
P010027,poly(allylbenzene),*CC(*)Cc1ccccc1,C=CCc1ccccc1,,4.873574,4.7006354,4.134129,86.30691,5.9680805,0.974941,1.762908,1.5147083,33.553005,33.180393,2.5819576,3.4325132,2.6997523,2.8315487,2.3599977,2.6421213,2.606048,2.8026538,2.4979858,2.549195,7.6422834,25.341,34.407333,1322.9862,10.5725765,109.01867,116.878525,24.86802,7.9285994,81.652985,1.3255879,609.0554,342.66357,447.73505,1.088817,22.933842,
P010027,poly(3-phenylprop-1-ene),*CC(*)Cc1ccccc1,C=CCc1ccccc1,,4.873574,4.7006354,4.134129,86.30691,5.9680805,0.974941,1.762908,1.5147083,33.553005,33.180393,2.5819576,3.4325132,2.6997523,2.8315487,2.3599977,2.6421213,2.606048,2.8026538,2.4979858,2.549195,7.6422834,25.341,34.407333,1322.9862,10.5725765,109.01867,116.878525,24.86802,7.9285994,81.652985,1.3255879,609.0554,342.66357,447.73505,1.088817,22.933842,
P010028,poly(4-phenylbut-1-ene),*CC(*)CCc1ccccc1,C=CCCc1ccccc1,,4.857646,4.7055063,4.1426187,83.71856,5.9333105,0.9117248,1.7533548,1.5115931,29.988892,31.390116,2.5922241,3.435877,2.7089217,2.8372586,2.3551788,2.6538837,2.616732,2.8101745,2.5000672,2.5569582,9.584595,22.975544,30.69178,1163.46,13.0004225,139.09482,145.25209,31.16327,9.803754,99.79796,1.3631212,600.0094,334.92206,440.4381,1.0478587,21.233246,
P010029,poly(3-phenylbut-1-ene),CC(C(*)C*)c1ccccc1,CC(C=C)c1ccccc1,,4.7652254,4.598283,4.159157,84.01283,5.79651,0.8904871,1.774006,1.5262617,25.777115,27.280235,2.727748,3.5850341,2.8755555,3.0206678,2.390863,2.806478,2.7607563,2.9868581,2.5937877,2.6756852,5.3298063,23.443436,33.664524,1287.1924,27.871017,339.93414,358.94293,73.46986,21.910307,240.75348,1.2615362,617.7375,370.50323,485.99805,1.0502483,21.207539,
P010033,"poly(hexa-1,5-diene)",*CC1CCC(*)C1,C=CCCC=C,,6.1703863,6.3513536,4.4105673,79.84244,7.032447,0.4930755,1.6820211,1.4726835,26.40059,30.211037,2.5096467,3.2695665,2.6348891,2.7375689,2.244091,2.6012094,2.5404685,2.7094502,2.378234,2.4610984,48.32863,22.892353,16.516743,547.46484,14.494851,141.38293,137.28984,32.044113,10.417829,92.62017,1.5211599,591.3506,345.92233,450.25623,0.96204877,17.068092,
P010040,poly(oct-1-ene),CCCCCCC(*)C*,CCCCCCC=C,,5.637206,5.653704,4.372608,70.114525,6.4045324,0.38994753,1.6811974,1.4765309,20.39663,25.960218,2.6451645,3.410141,2.8208656,2.903801,2.2886047,2.7558932,2.6969442,2.8871832,2.4756455,2.5841343,53.944824,0.0001,0.0001,0.0001,24.417185,245.2742,233.53601,54.53738,17.625751,149.10977,1.5296136,571.1395,275.74475,381.80328,0.8942268,14.505978,
P010040,poly(1-octene),CCCCCCC(*)C*,CCCCCCC=C,,5.637206,5.653704,4.372608,70.114525,6.4045324,0.38994753,1.6811974,1.4765309,20.39663,25.960218,2.6451645,3.410141,2.8208656,2.903801,2.2886047,2.7558932,2.6969442,2.8871832,2.4756455,2.5841343,53.944824,0.0001,0.0001,0.0001,24.417185,245.2742,233.53601,54.53738,17.625751,149.10977,1.5296136,571.1395,275.74475,381.80328,0.8942268,14.505978,
P010042,poly(dodec-1-ene),CCCCCCCCCCC(*)C*,CCCCCCCCCCC=C,,5.3384123,5.311948,4.272944,69.01715,6.238192,0.467296,1.6784942,1.4723961,17.262861,23.770893,2.6732712,3.4145875,2.8485253,2.9212656,2.2956262,2.7829666,2.7280135,2.9079957,2.4941175,2.6081967,61.45513,0.0001,0.0001,0.0001,19.230974,170.42023,154.92656,39.051296,13.2893915,97.92806,1.5335767,566.7007,260.50043,364.89752,0.87334454,13.484602,
P010042,poly(1-dodecene),CCCCCCCCCCC(*)C*,CCCCCCCCCCC=C,,5.3384123,5.311948,4.272944,69.01715,6.238192,0.467296,1.6784942,1.4723961,17.262861,23.770893,2.6732712,3.4145875,2.8485253,2.9212656,2.2956262,2.7829666,2.7280135,2.9079957,2.4941175,2.6081967,61.45513,0.0001,0.0001,0.0001,19.230974,170.42023,154.92656,39.051296,13.2893915,97.92806,1.5335767,566.7007,260.50043,364.89752,0.87334454,13.484602,
P010043,poly(tetradec-1-ene),CCCCCCCCCCCCC(*)C*,CCCCCCCCCCCCC=C,,5.256074,5.2295194,4.256448,67.45131,6.1840177,0.4619553,1.6642315,1.4616733,15.515516,22.43095,2.6482224,3.367862,2.8140385,2.875918,2.2843328,2.754722,2.701514,2.8658319,2.475025,2.5840738,65.95138,0.0001,0.0001,0.0001,18.383484,158.27213,142.41234,36.566147,12.601262,89.8836,1.5226318,563.9957,252.99219,354.00934,0.8681508,13.173418,
P010043,poly(1-tetradecene),CCCCCCCCCCCCC(*)C*,CCCCCCCCCCCCC=C,,5.256074,5.2295194,4.256448,67.45131,6.1840177,0.4619553,1.6642315,1.4616733,15.515516,22.43095,2.6482224,3.367862,2.8140385,2.875918,2.2843328,2.754722,2.701514,2.8658319,2.475025,2.5840738,65.95138,0.0001,0.0001,0.0001,18.383484,158.27213,142.41234,36.566147,12.601262,89.8836,1.5226318,563.9957,252.99219,354.00934,0.8681508,13.173418,
P010044,poly(octadec-1-ene),CCCCCCCCCCCCCCCCC(*)C*,CCCCCCCCCCCCCCCCC=C,,5.309512,5.3143854,4.2847958,67.07248,6.21618,0.4517461,1.6377623,1.4425594,14.852161,22.063465,2.5741565,3.277843,2.726342,2.7740235,2.2587554,2.6750534,2.624943,2.7682815,2.4209843,2.5149107,76.7398,0.0001,0.0001,0.0001,18.858091,163.45874,146.33792,37.7026,12.983407,92.73578,1.5266759,560.5779,237.93707,334.63293,0.8741039,13.256233,
P010044,poly(1-octadecene),CCCCCCCCCCCCCCCCC(*)C*,CCCCCCCCCCCCCCCCC=C,,5.309512,5.3143854,4.2847958,67.07248,6.21618,0.4517461,1.6377623,1.4425594,14.852161,22.063465,2.5741565,3.277843,2.726342,2.7740235,2.2587554,2.6750534,2.624943,2.7682815,2.4209843,2.5149107,76.7398,0.0001,0.0001,0.0001,18.858091,163.45874,146.33792,37.7026,12.983407,92.73578,1.5266759,560.5779,237.93707,334.63293,0.8741039,13.256233,
P010048,poly(6-methyl-1-heptene),CC(C)CCCC(*)C*,CC(C)CCCC=C,,5.622218,5.722949,4.392966,75.70448,6.395781,0.5027524,1.6998006,1.4860029,16.422556,21.637367,2.6514292,3.4603968,2.8188927,2.9294639,2.299269,2.7556994,2.699039,2.9002793,2.488453,2.5932422,33.765533,9.724609,10.664074,377.92065,34.33838,370.40628,355.84778,81.05927,25.413046,226.44373,1.430887,576.0891,297.53687,409.51135,0.89986914,15.251904,
P010048,poly(6-methylhept-1-ene),CC(C)CCCC(*)C*,CC(C)CCCC=C,,5.622218,5.722949,4.392966,75.70448,6.395781,0.5027524,1.6998006,1.4860029,16.422556,21.637367,2.6514292,3.4603968,2.8188927,2.9294639,2.299269,2.7556994,2.699039,2.9002793,2.488453,2.5932422,33.765533,9.724609,10.664074,377.92065,34.33838,370.40628,355.84778,81.05927,25.413046,226.44373,1.430887,576.0891,297.53687,409.51135,0.89986914,15.251904,
P010049,poly(3-methylpent-1-ene),CCC(C)C(*)C*,CCC(C)C=C,,5.815158,5.934247,4.487487,74.75189,6.469661,0.41488123,1.6716969,1.4665847,17.096973,21.51731,2.5471191,3.3702874,2.6970246,2.799501,2.2512796,2.6415627,2.5883458,2.7708943,2.4079053,2.4920201,25.085766,12.080444,13.328159,503.19897,43.00983,499.79608,492.51047,107.90313,32.809273,315.8822,1.3622242,586.1042,322.32108,431.65857,0.93473864,16.407343,
P010050,poly(3-ethylpent-1-ene),CCC(CC)C(*)C*,CCC(CC)C=C,,5.8092923,5.9352922,4.4706397,74.676544,6.4768367,0.41415954,1.6773025,1.4714556,16.350119,21.01975,2.57974,3.3840146,2.7290907,2.830638,2.2690482,2.6736698,2.6217134,2.8025663,2.4343028,2.5242567,28.736004,11.313606,12.419891,457.48962,37.948425,422.90762,411.1596,92.08918,28.452847,262.36142,1.384106,580.2068,310.31036,421.67044,0.91813684,15.801882,
P010051,poly(4-ethylhex-1-ene),CCC(CC)CC(*)C*,CCC(CC)CC=C,,5.718302,5.8362775,4.433186,74.95146,6.431979,0.45053697,1.6890529,1.4795123,15.821327,20.793385,2.6185813,3.4182463,2.7731924,2.8792808,2.2874904,2.7154799,2.6625283,2.8505957,2.465541,2.5624008,31.858084,10.988396,11.876968,422.97583,35.286034,382.37173,367.7708,83.68263,26.140688,233.56143,1.4065279,576.5593,303.39255,415.8982,0.90374625,15.386232,
P010052,poly(4-methylhex-1-ene),CCC(C)CC(*)C*,CCC(C)CC=C,,5.781275,5.9075603,4.466697,74.80702,6.4542146,0.425197,1.6796858,1.4728243,16.169176,20.845577,2.581369,3.390325,2.730856,2.834897,2.2698936,2.6755824,2.6232443,2.8059542,2.4366522,2.5264668,28.214367,12.130661,12.881287,477.53394,38.983795,437.65695,426.5153,95.136566,29.310646,272.28183,1.3820364,580.019,311.95728,423.79324,0.915547,15.8008175,
P010053,poly(3-methylhex-1-ene),CCCC(C)C(*)C*,CCCC(C)C=C,,5.7801256,5.899551,4.4680843,73.95293,6.447244,0.4089645,1.6774843,1.4714394,16.380442,21.108967,2.5769129,3.3870077,2.7290154,2.8325963,2.2657583,2.6726332,2.6194084,2.8039641,2.4305968,2.5210626,29.215958,10.573181,11.975555,436.1361,39.22762,441.39758,430.69635,95.93175,29.5317,275.22913,1.3852242,580.2896,310.75073,421.99445,0.9199085,15.858179,
P010055,"poly(4,4-dimethylpent-1-ene)",CC(C)(C)CC(*)C*,CC(C)(C)CC=C,,5.6166253,5.7162514,4.4333215,77.145035,6.3432565,0.51223576,1.6874586,1.4742545,14.496473,19.007343,2.581367,3.42489,2.7371318,2.85469,2.2714305,2.6758351,2.6240556,2.8227441,2.4373407,2.5248456,20.508379,15.517197,17.131527,634.3131,42.92257,487.70828,474.8449,105.783516,32.429813,302.44345,1.3237228,588.5697,326.1073,439.36768,0.9279613,16.283356,
P010056,"poly(4,4-dimethylhex-1-ene)",CCC(C)(C)CC(*)C*,CCC(C)(C)CC=C,,5.65356,5.7684164,4.4490824,75.57237,6.3461413,0.46170485,1.6794347,1.470307,13.6536045,18.241867,2.5689397,3.3879771,2.713613,2.821972,2.2697163,2.6565976,2.6089325,2.7923994,2.4305332,2.514222,22.367294,14.827126,16.201748,585.4359,40.705315,454.71655,440.3932,99.012436,30.532312,279.45847,1.3250657,585.81665,324.9628,437.7288,0.9192302,15.8955765,
P010057,"poly(6,6-dimethylhept-1-ene)",CC(C)(C)CCCC(*)C*,CC(C)(C)CCCC=C,,5.520681,5.6301613,4.419498,75.0802,6.263153,0.50156665,1.6925343,1.4771676,12.341269,17.54164,2.6195362,3.4274158,2.7797027,2.8900719,2.2887921,2.7184682,2.6651008,2.8605514,2.4668055,2.5627637,25.539963,11.056946,12.868511,486.3888,38.347706,417.5173,399.03647,91.187004,28.458424,251.83151,1.3516618,575.39343,310.85913,422.49963,0.89766335,15.067575,
P010060,poly(4-cyclohexylbut-1-ene),*CC(*)CCC1CCCCC1,C=CCCC1CCCCC1,,5.960411,6.1998076,4.383654,78.75515,6.8151507,0.52430856,1.6700546,1.4667997,22.660892,27.54014,2.5155995,3.273232,2.6366458,2.714253,2.2573028,2.5987709,2.5482628,2.6923966,2.392195,2.470138,41.840202,19.641563,16.496426,574.4535,20.252348,216.82605,214.34445,48.047756,15.159469,143.08821,1.5582126,578.0055,320.6004,424.80054,0.90153706,15.628778,
P010061,poly(5-cyclohexylpent-1-ene),*CC(*)CCCC1CCCCC1,C=CCCCC1CCCCC1,,5.9410677,6.1719284,4.3937798,77.13524,6.7729015,0.49832916,1.6626585,1.4617165,21.436838,26.444202,2.5063653,3.2487235,2.6256452,2.6975026,2.2517729,2.5873153,2.5391343,2.676951,2.383083,2.460285,44.05881,16.495766,14.137112,492.32385,21.38131,228.21606,224.27643,50.521877,15.963595,148.7407,1.5466182,575.33527,314.74326,418.50922,0.8973936,15.462511,
P010062,poly(4-methyl-1-methylidenecyclohexane),CC1CCC(*)(C*)CC1,CC1CCC(=C)CC1,,6.049122,6.2293205,4.3818398,81.69287,6.948023,0.5680393,1.6865112,1.4754001,23.891079,27.740276,2.5491524,3.3365679,2.6701746,2.7746134,2.2541792,2.6378813,2.5795176,2.741398,2.4115415,2.4989824,36.013355,26.533684,20.991219,714.38403,24.001759,265.6586,264.19254,58.39149,18.051195,173.03915,1.4753896,593.2302,358.81546,462.95862,0.93538225,16.910414,
P010065,poly(2-methylpent-1-ene),CCCC(C)(*)C*,CCCC(C)=C,,5.8417945,5.958645,4.488431,73.45442,6.490447,0.38747406,1.6680751,1.4647187,18.045654,22.501583,2.5447776,3.3599262,2.6976361,2.7976785,2.2483046,2.6416454,2.5872738,2.7702446,2.4029646,2.4883037,28.175648,10.00238,12.058891,442.96924,40.958775,472.04565,464.3067,102.15154,31.168339,298.1447,1.3801804,584.3373,315.26306,424.05182,0.94357383,16.522812,
P010068,poly(cyclopentene),*CCCC=C*,C1CC=CC1,,3.6695657,3.30097,3.5758395,98.72186,5.5968,1.5434225,1.9317721,1.6182525,28.83115,32.387383,3.4715896,4.505457,3.8069446,4.063212,2.6583443,3.6732664,3.5644712,4.006917,3.1614757,3.3693526,45.442688,0.97117615,8.40163,335.20154,18.054228,180.97488,177.88536,39.922264,12.851893,117.65624,1.5203897,618.65155,314.643,437.9889,1.0077603,18.658817,
P010068,polycyclopentene,*CCCC=C*,C1CC=CC1,,3.6695657,3.30097,3.5758395,98.72186,5.5968,1.5434225,1.9317721,1.6182525,28.83115,32.387383,3.4715896,4.505457,3.8069446,4.063212,2.6583443,3.6732664,3.5644712,4.006917,3.1614757,3.3693526,45.442688,0.97117615,8.40163,335.20154,18.054228,180.97488,177.88536,39.922264,12.851893,117.65624,1.5203897,618.65155,314.643,437.9889,1.0077603,18.658817,
P010070,"poly(buta-1,3-diene)",*CCC=C*,C=CC=C,,3.170022,2.792348,3.4469779,96.348404,5.271536,1.6615328,1.9736031,1.6354828,27.294636,29.917368,3.5738382,4.6587615,3.944862,4.230926,2.699709,3.7946553,3.6750758,4.169925,3.2441,3.4611156,34.780853,4.360794,13.585781,513.02856,21.63044,229.26312,224.76732,49.71724,15.680868,146.88834,1.4407973,607.9469,330.864,452.30414,1.0400712,19.583332,
P010070,polybutadiene,*CCC=C*,C=CC=C,,3.170022,2.792348,3.4469779,96.348404,5.271536,1.6615328,1.9736031,1.6354828,27.294636,29.917368,3.5738382,4.6587615,3.944862,4.230926,2.699709,3.7946553,3.6750758,4.169925,3.2441,3.4611156,34.780853,4.360794,13.585781,513.02856,21.63044,229.26312,224.76732,49.71724,15.680868,146.88834,1.4407973,607.9469,330.864,452.30414,1.0400712,19.583332,
P010071,"poly(buta-1,3-diene)",*CCC=C*,C=CC=C,,3.170022,2.792348,3.4469779,96.348404,5.271536,1.6615328,1.9736031,1.6354828,27.294636,29.917368,3.5738382,4.6587615,3.944862,4.230926,2.699709,3.7946553,3.6750758,4.169925,3.2441,3.4611156,34.780853,4.360794,13.585781,513.02856,21.63044,229.26312,224.76732,49.71724,15.680868,146.88834,1.4407973,607.9469,330.864,452.30414,1.0400712,19.583332,
