ID,Name,Polymer_SMILES,Monomer_SMILES_1,Monomer_SMILES_2,Egc,Egb,Eib,CED,Ei,Eea,nc,ne,Xc,Xe,epse_6.0,epsc,epse_3.0,epse_1.78,epse_15.0,epse_4.0,epse_5.0,epse_2.0,epse_9.0,epse_7.0,epsb,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Cp,Td,Tg,Tm,rho,LOI,SELFIES
P322105,"poly[tert-butyl 2,2,2-trifluoro-1-(trifluoromethyl)-1-(4-vinylphenyl)ethyl carbonate]",CC(C)(C)OC(=O)OC(c1ccc(cc1)C(*)C*)(C(F)(F)F)C(F)(F)F,CC(C)(C)OC(=O)OC(c1ccc(C=C)cc1)(C(F)(F)F)C(F)(F)F,,5.3826585,5.3067403,4.092989,107.120575,6.7335157,1.2644334,1.6187885,1.4317653,37.182804,35.91098,2.4441233,3.2062922,2.561796,2.6159897,2.1858919,2.5277057,2.488502,2.6045756,2.3212419,2.3955927,28.74656,60.84596,55.94095,1499.0273,13.009219,195.01324,239.63623,43.13227,12.004331,183.79706,1.3328531,618.5648,365.83972,480.3446,1.3249142,29.297766,
P322106,"poly{tert-butyl 2-[2,2,2-trifluoro-1-(trifluoromethyl)-1-(4-vinylphenyl)ethoxy]acetate}",CC(C)(C)OC(=O)COC(c1ccc(cc1)C(*)C*)(C(F)(F)F)C(F)(F)F,CC(C)(C)OC(=O)COC(c1ccc(C=C)cc1)(C(F)(F)F)C(F)(F)F,,5.412732,5.356903,4.1165185,106.408424,6.7270374,1.2373513,1.6255374,1.436233,35.80065,35.017654,2.4875667,3.2390313,2.6256564,2.6839757,2.1931262,2.5857394,2.5394278,2.6721864,2.346419,2.4334316,29.900188,58.75168,54.41816,1446.2421,10.944501,159.35797,198.92892,35.860428,10.101415,155.40717,1.3377514,610.20087,351.20755,466.00513,1.3082496,28.370937,
P322107,"poly{4-[1,1,1,3,3,3-hexafluoro-2-(methoxymethoxy)propan-2-yl]styrene}",COCOC(c1ccc(cc1)C(*)C*)(C(F)(F)F)C(F)(F)F,COCOC(c1ccc(C=C)cc1)(C(F)(F)F)C(F)(F)F,,5.3085346,5.137311,4.095898,111.45149,6.7316833,1.4032882,1.6116159,1.4272377,48.26139,44.720577,2.341177,3.1207309,2.4478235,2.5007644,2.16436,2.410174,2.3790932,2.4872518,2.2511048,2.3061666,25.385406,53.954926,45.672592,1431.3018,13.201439,191.9161,226.89183,42.426212,12.167847,175.65292,1.4375788,608.51965,314.7539,426.5088,1.3722572,32.161377,
P322108,"poly{4-[2-(tert-butoxymethoxy)-1,1,1,3,3,3-hexafluoropropan-2-yl]styrene}",CC(C)(C)OCOC(c1ccc(cc1)C(*)C*)(C(F)(F)F)C(F)(F)F,CC(C)(C)OCOC(c1ccc(C=C)cc1)(C(F)(F)F)C(F)(F)F,,5.280508,5.2577615,4.151973,107.534294,6.597107,1.2768391,1.6038753,1.4227779,39.40681,38.632507,2.3429384,3.1167889,2.4256725,2.4657116,2.166881,2.4005687,2.3721325,2.4584079,2.2612586,2.3078704,23.939419,55.878845,51.322784,1446.0132,22.849075,342.75055,401.58786,73.878716,20.493748,295.30927,1.3917897,618.84863,353.64597,461.84613,1.304417,29.392664,
P322111,poly{2-[2-(4-vinylphenoxy)ethoxy]ethyl acetate},CC(=O)OCCOCCOc1ccc(cc1)C(*)C*,CC(=O)OCCOCCOc1ccc(C=C)cc1,,5.4423523,5.251759,4.1121607,95.13581,6.626589,1.0531645,1.7331214,1.5135291,33.36316,32.244015,3.0149753,3.6440415,3.2592125,3.359427,2.367404,3.188749,3.1065986,3.336466,2.7289414,2.9224315,51.520935,43.997494,43.40895,1330.9636,0.54706335,3.1705532,6.1057243,1.1303129,0.4620273,8.249567,1.3252604,590.75226,273.87753,393.99484,1.2003225,23.126095,
P322112,poly[bis(4-butoxyphenyl) 2-vinylterephthalate],CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(OCCCC)cc3)c(c2)C(*)C*)cc1,CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(OCCCC)cc3)c(C=C)c2)cc1,,3.9238386,3.5014482,3.4706054,96.54231,5.784441,1.3896146,1.8824651,1.6034659,33.525238,32.919025,3.5660305,4.3109946,3.913728,4.1139226,2.566545,3.792689,3.6847966,4.0684505,3.1659565,3.4335105,24.21405,84.47077,77.85099,2067.4988,0.62532043,6.5034485,14.895081,1.8941793,0.59334177,15.054609,1.3577553,675.3188,380.92056,514.94714,1.169616,22.9562,
P322114,"poly[N-phenyl-N,N',N'-tris(3,6,9-trioxadecyl)-6-isopropenyl-1,3,5-triazine-2,4-diamine]",COCCOCCOCCN(CCOCCOCCOC)c1nc(nc(n1)C(C)(*)C*)N(CCOCCOCCOC)c1ccccc1,COCCOCCOCCN(CCOCCOCCOC)c1nc(nc(n1)C(C)=C)N(CCOCCOCCOC)c1ccccc1,,4.462515,4.4773855,3.9770012,103.21452,5.9060535,1.2973273,1.6943552,1.4882693,28.379932,31.489037,2.9868073,3.6330426,3.2530904,3.3323097,2.3443027,3.1747723,3.0844784,3.3235328,2.6942508,2.8881333,13.635712,39.59743,42.18725,1213.021,5.352349,44.718933,58.349205,11.788888,4.1630025,51.71262,1.3924569,581.6167,302.8251,409.2928,1.171294,24.449368,
P330001,poly(vinyl trichloroacetate),ClC(Cl)(Cl)C(=O)OC(*)C*,ClC(Cl)(Cl)C(=O)OC=C,,6.0207987,5.721912,4.0535793,95.4541,7.2387085,0.98134315,1.7296356,1.5010104,46.542755,43.420406,2.9190655,3.7154312,3.2051172,3.327262,2.2934697,3.1014285,3.0165725,3.3064604,2.6278214,2.8136854,53.010704,10.836937,19.80886,464.97742,1.3109193,10.010156,19.877415,3.340877,1.1050454,20.801813,1.3722575,591.8303,310.16806,447.70886,1.354139,32.456524,
P330002,poly[bis(diethylamino)vinyl phosphine oxide],CN(C)P(=O)(C(*)C*)N(C)C,CN(C)P(=O)(C=C)N(C)C,,5.1627927,4.974636,4.094584,85.53702,6.304406,0.9052528,1.7621791,1.5259608,41.827232,41.444588,3.27565,4.0543084,3.6404715,3.7636466,2.4219785,3.523618,3.4090984,3.7392342,2.8995216,3.1476626,8.469082,13.404655,31.936562,1065.6724,26.058395,280.5205,267.87686,61.539368,19.428738,174.86661,1.4663723,573.6228,279.03256,441.43475,1.193406,27.886026,
P330004,poly(4-penten-1-ol),OCCCC(*)C*,OCCCC=C,,5.8756533,5.955081,4.4380693,74.80171,6.6015124,0.44198942,1.6707454,1.4665165,26.915392,31.757057,2.5751412,3.351366,2.7454891,2.8165026,2.2548742,2.692052,2.6291935,2.8022199,2.4153888,2.5145214,46.42408,0.0001,1.062767,32.462036,25.686867,266.19037,252.64975,58.70196,18.740925,160.1231,1.5696428,565.527,276.37726,377.2566,0.9259847,16.957474,
P330005,poly(vinyl 1-acetyl-1H-indazole-3-carboxylate),CC(=O)n1nc(C(=O)OC(*)C*)c2ccccc12,CC(=O)n1nc(C(=O)OC=C)c2ccccc12,,4.2589154,3.8695889,3.6397872,116.459,6.1888795,1.8935578,1.8805568,1.6008723,32.039886,30.593914,3.4444182,4.331754,3.7817945,3.9985065,2.5636382,3.6581993,3.5535688,3.9527214,3.0853364,3.326039,12.76554,47.17704,49.13057,1489.1687,3.926208,34.654232,46.031788,8.804932,2.8611507,37.347008,1.2238213,644.3438,412.20422,528.7632,1.2146807,25.997425,
P330006,poly(1-allylindazole),*CC(*)Cn1ncc2ccccc12,C=CCn1ncc2ccccc12,,4.6490374,4.506815,4.1039557,96.393936,5.8808928,1.1666865,1.8088907,1.5544479,30.462666,31.380999,2.8186662,3.7113247,2.9786625,3.1654305,2.4206944,2.9075322,2.8609185,3.113498,2.6589017,2.767798,12.931021,46.41261,50.83522,1492.4163,2.2065132,16.653244,28.17881,4.6655917,1.5497301,24.675293,1.2927986,653.0568,414.8175,521.22046,1.13861,24.152454,
P330009,"poly[(Z)-pent-2,4-dienenitrile]",*CC(C=C*)C#N,C=CC=CC#N,,3.592242,3.190094,3.4609988,103.01489,5.653534,1.7229536,1.9800813,1.6398991,36.574768,38.261875,3.7485335,4.8131223,4.1763587,4.4607964,2.7290874,4.00971,3.8717709,4.4034357,3.3549254,3.6147227,22.515247,11.605415,23.4267,773.10095,25.110771,282.07996,283.11914,61.02096,18.829947,187.73322,1.5096473,623.3,357.05292,489.19553,1.1266575,23.301395,
P330010,"poly[ethyl (E,E)-hexa-2,4-dienoate]",CCOC(=O)C(C=C*)C(C)*,CCOC(=O)C=CC=CC,,4.6940804,4.3750496,3.7543087,99.34828,6.356435,1.4183507,1.8379397,1.5695856,23.46474,26.517979,3.339976,4.178993,3.6763654,3.862518,2.5018396,3.5636194,3.4513576,3.824508,2.986042,3.2212462,50.056503,4.382416,9.754574,264.35522,12.30572,104.62613,102.4928,24.497498,8.266114,68.90153,1.400095,553.59143,295.10193,416.66016,1.0315185,18.563469,
P330011,"poly[isopropyl (E,E)-hexa-2,4-dienoate]",CC(C)OC(=O)C(*)C(C)C=C*,CC=CC=CC(=O)OC(C)C,,5.1186404,4.892683,3.9100485,95.95935,6.5563126,1.2021511,1.7778963,1.5340654,21.91055,24.876268,3.0954075,3.9326358,3.3742194,3.531455,2.4067187,3.2803555,3.1875572,3.5002084,2.796327,2.994783,43.67681,11.12748,14.999039,415.81335,14.556363,136.79031,136.69601,31.382835,10.225296,91.7244,1.3531344,565.98486,324.77893,435.6811,1.0269768,18.233738,
P330012,"poly[isobutyl (E,E)-hexa-2,4-dienoate]",CC(C)COC(=O)C(*)C(C)C=C*,CC=CC=CC(=O)OCC(C)C,,5.0971875,4.920448,3.9605684,92.33177,6.461819,1.1273732,1.7786121,1.5338999,19.710579,23.57213,3.0792823,3.925158,3.3551502,3.512552,2.405972,3.2631981,3.1709394,3.4797873,2.7845554,2.9803486,43.824272,11.784828,14.903244,441.9109,16.033663,153.78647,152.35954,34.98239,11.311108,100.99239,1.3686012,568.00885,321.73157,432.50763,0.9951798,17.375393,
P330013,"poly[3-methylbutyl (E,E)-hexa-2,4-dienoate]",CC(C)CCOC(=O)C(*)C(C)C=C*,CC=CC=CC(=O)OCCC(C)C,,5.0255823,4.877553,3.9808624,90.1139,6.362536,1.100176,1.7812384,1.5350381,18.377295,22.854958,3.0712504,3.9217238,3.343041,3.5018082,2.4082587,3.253063,3.16135,3.4670262,2.78061,2.9740837,45.18097,12.895554,15.427502,476.30554,16.639027,160.21075,157.47464,36.31163,11.716952,103.31312,1.3826392,567.31573,319.6048,430.33618,0.9732019,16.92675,
P330016,poly(trimethylvinylsilane),C[Si](C)(C)C(*)C*,C[Si](C)(C)C=C,,5.1973124,5.1467447,4.2187243,85.08412,6.316882,0.91979265,1.7260883,1.4892523,28.204287,30.704044,2.6093025,3.5539422,2.81812,2.977307,2.249908,2.7354043,2.6643393,2.9326153,2.439914,2.5445163,29.20164,12.796951,21.140915,708.5134,45.99464,534.2373,520.5906,115.29193,35.280163,335.11313,1.4379358,608.0442,289.1847,400.49487,1.0628464,22.164192,
P330017,"poly[(E,E)-6-aminohexa-2,4-dienoic acid]",NCC(C=C*)C(*)C(O)=O,NCC=CC=CC(O)=O,,5.222102,4.916329,3.8828514,98.632645,6.673797,1.1849693,1.8171899,1.5626378,32.068363,33.91373,3.377935,4.1987686,3.7144666,3.8847878,2.5232503,3.6076336,3.4978216,3.8501556,3.0190868,3.2593567,27.67021,25.776157,27.0372,828.713,20.990665,236.32706,242.08914,51.583027,15.743577,159.31949,1.4315567,572.0641,358.1106,474.51706,1.0709925,21.941456,
P330018,poly[(Z)-1-butoxy-2-chloroethene],CCCCOC(*)C(Cl)*,CCCCOC=CCl,,5.7168303,5.6933846,4.2129283,83.724915,6.6991577,0.68879557,1.7204368,1.4991516,40.405827,41.465958,2.8037634,3.6223712,3.0373917,3.1514935,2.3008766,2.9516544,2.8759499,3.1339746,2.5649323,2.716411,31.66107,10.631805,17.053669,384.557,4.7709823,29.765097,36.7794,8.646353,3.2637472,31.302177,1.4921029,598.5734,300.83218,421.58072,1.1979072,26.485283,
P330019,"poly[butyl (E,E)-5-phenylhexa-2,4-dienoate]",CCCCOC(=O)C(C=C*)C(*)c1ccccc1,CCCCOC(=O)C=CC=Cc1ccccc1,,3.82053,3.4650946,3.6101763,96.2912,5.6426163,1.5543787,1.9001883,1.6021816,25.229996,27.257984,3.4661844,4.348693,3.7975962,4.0241733,2.6070676,3.674898,3.568381,3.9733686,3.1261947,3.354328,17.771643,22.296616,30.500824,1038.0647,13.0432005,129.51324,135.24002,29.308197,9.347424,93.529144,1.3402337,567.8086,316.2355,442.97345,1.0615878,19.99484,
P330020,"poly[methyl (E,E)-5-phenylhexa-2,4-dienoate]",COC(=O)C(C=C*)C(*)c1ccccc1,COC(=O)C=CC=Cc1ccccc1,,3.9073813,3.4396563,3.5488863,105.16219,5.8369255,1.7366207,1.923173,1.6155057,27.5684,27.936401,3.5312755,4.428628,3.8710303,4.1117353,2.6475387,3.741475,3.6326284,4.059618,3.193819,3.4210172,12.212746,24.710873,34.16372,1188.2887,13.064615,130.41646,136.39122,29.357567,9.360738,93.83304,1.2801193,563.424,333.02615,465.76938,1.1068864,21.81565,
P330021,"poly(2,3-dichlorobuta-1,3-diene)",ClC(*)=C(Cl)CC*,ClC(=C)C(Cl)=C,,4.72264,4.1582646,3.629645,104.03813,6.472958,1.4777207,1.8777096,1.5859784,45.982937,42.624382,3.23635,4.2370872,3.5741382,3.8049808,2.4866312,3.441134,3.333856,3.765001,2.9325001,3.1333635,43.704952,9.982338,19.489502,500.2799,7.0514445,57.806236,63.737656,14.394911,4.9136057,47.723312,1.4104291,633.004,373.70984,525.76746,1.2947102,31.538832,
P330022,"poly[(E,E)-6-aminohexa-2,4-dienoic acid]",NCC(C=C*)C(*)C(O)=O,NCC=CC=CC(O)=O,,5.222102,4.916329,3.8828514,98.632645,6.673797,1.1849693,1.8171899,1.5626378,32.068363,33.91373,3.377935,4.1987686,3.7144666,3.8847878,2.5232503,3.6076336,3.4978216,3.8501556,3.0190868,3.2593567,27.67021,25.776157,27.0372,828.713,20.990665,236.32706,242.08914,51.583027,15.743577,159.31949,1.4315567,572.0641,358.1106,474.51706,1.0709925,21.941456,
P330024,"poly[1,8-bis(4-methylbenzenesulfonato)octa-3,5-diyne]",Cc1ccc(cc1)S(=O)(=O)OCCC(*)=C=C=C(*)CCOS(=O)(=O)c1ccc(C)cc1,Cc1ccc(cc1)S(=O)(=O)OCCC#CC#CCCOS(=O)(=O)c1ccc(C)cc1,,3.3476658,2.8948703,3.3014343,120.84793,5.6880403,2.1655638,2.0725822,1.6874405,27.960697,29.656214,4.412566,5.19322,4.9273853,5.215618,2.9891653,4.7455425,4.5847054,5.1540766,3.8656642,4.2309914,10.001612,44.011803,44.13457,1244.1133,2.1546853,18.080618,26.093521,4.901321,1.5645437,21.532475,1.2597576,557.98157,387.94806,493.2967,1.2333405,25.28683,
P330025,"poly[2,4-hexadiyne-1,6-diyl bis(phenylcarbamate)]",*C(COC(=O)Nc1ccccc1)=C=C=C(*)COC(=O)Nc1ccccc1,O=C(Nc1ccccc1)OCC#CC#CCOC(=O)Nc1ccccc1,,2.943234,2.485066,3.2131793,110.49597,5.3300333,2.08654,2.0500586,1.684781,31.170486,29.256397,4.2022896,5.1216846,4.6770287,4.983885,2.8831148,4.502689,4.3497376,4.9183683,3.711561,4.041039,12.286509,59.482216,62.770073,2130.7898,1.9010367,19.943676,29.648514,4.9993286,1.4833832,26.19553,1.204817,572.35657,371.73074,495.87506,1.248763,26.5559,
P330026,"poly(1,6-bis{[(4-fluorophenyl)sulfonyl]oxy}-2,4-hexadiyne)",Fc1ccc(cc1)S(=O)(=O)OCC(*)=C=C=C(*)COS(=O)(=O)c1ccc(F)cc1,Fc1ccc(cc1)S(=O)(=O)OCC#CC#CCOS(=O)(=O)c1ccc(F)cc1,,3.1243224,2.590559,3.0919805,132.78561,5.785712,2.4879866,2.1175268,1.7100894,40.824677,38.741394,4.6537995,5.4876394,5.225393,5.5396028,3.0800664,5.0198817,4.8383675,5.4758573,4.053893,4.4538403,7.615647,51.598267,50.39632,1498.6118,1.3847749,11.689176,18.710806,3.332317,1.0735451,16.290419,1.3018208,564.10376,407.7967,510.77087,1.3849182,33.2059,
P330027,poly(2-naphthylacetylene),*C=C(*)c1ccc2ccccc2c1,C#Cc1ccc2ccccc2c1,,3.0509522,2.6743622,3.5467489,105.37909,5.103788,1.8983287,1.9854759,1.6445531,31.056492,29.828554,3.348388,4.5506806,3.67117,3.9900928,2.6650305,3.5166748,3.421857,3.916781,3.100158,3.265442,2.726287,27.613823,36.413532,1434.3262,11.71516,117.274826,122.80156,26.342537,8.522369,85.096214,1.2242575,650.39795,400.78934,534.36945,1.1747738,25.406593,
P330030,poly(1-naphthylacetylene),*C=C(*)c1cccc2ccccc12,C#Cc1cccc2ccccc12,,3.0467467,2.6874056,3.5548134,107.91397,5.1466117,1.9636893,1.9742981,1.638058,31.163548,30.079817,3.3311114,4.522592,3.6510627,3.9578316,2.651921,3.4988,3.4062428,3.887095,3.0820174,3.2467673,2.5776215,24.52578,33.17748,1261.9011,10.117429,97.85318,104.27696,22.251719,7.304719,73.21465,1.2284429,654.0945,399.7218,527.8621,1.1737328,25.433804,
P330031,poly(2-ethynyl-1-methyl-1H-benzimidazole),Cn1c(nc2ccccc12)C(*)=C*,Cn1c(nc2ccccc12)C#C,,4.3855414,4.044573,3.8700643,108.77794,6.003092,1.5995018,1.8750626,1.5858085,35.666344,34.297295,3.0339565,4.008769,3.2738397,3.5133696,2.4889653,3.1683152,3.0994663,3.4584236,2.8176708,2.962595,23.876072,41.08452,42.255875,1272.0032,6.0993185,55.831783,67.98611,13.609539,4.387355,52.125214,1.2983267,647.89594,434.52148,558.3366,1.1635414,25.477768,
P330032,poly(2-ethynyl-1H-benzimidazole),*C=C(*)c1nc2ccccc2[nH]1,C#Cc1nc2ccccc2[nH]1,,2.906656,2.519173,3.3764234,119.68778,5.280534,2.203247,2.0154757,1.6518714,28.335773,29.131447,3.5529165,4.7301183,3.920294,4.2427363,2.7159448,3.7653863,3.6520622,4.1708846,3.2367465,3.4445992,6.7151623,42.399296,47.06533,1441.9253,11.250014,105.67142,107.39943,24.054163,7.8698063,74.03468,1.239216,647.0905,409.07532,525.6041,1.1850827,26.11033,
P330033,poly(p-aminophenylacetylene),Nc1ccc(cc1)C(*)=C*,Nc1ccc(cc1)C#C,,3.7946322,3.2852242,3.6380234,116.348495,5.754218,1.9739207,2.021862,1.6644336,37.38375,35.498802,3.5988815,4.8084736,3.9495177,4.2831583,2.7835755,3.7951589,3.6836352,4.2064505,3.3078194,3.5046995,8.844241,40.092297,46.893806,1654.6687,12.823671,134.91302,146.65251,30.243881,9.4634,102.65186,1.2904514,648.3474,437.56027,575.9261,1.1695789,27.29782,
P330034,poly[1-(p-nitrophenyl)acetylene],[O-][N+](=O)c1ccc(cc1)C(*)=C*,[O-][N+](=O)c1ccc(cc1)C#C,,3.3371859,2.7842658,3.3025029,128.72363,5.7833414,2.2991457,2.0176494,1.658261,34.162266,32.709415,3.661453,4.749254,4.03716,4.346843,2.7335162,3.885696,3.7628908,4.2787704,3.3123457,3.5406659,10.299274,43.19714,43.776146,1372.1978,7.607829,66.04116,71.551926,15.49857,5.210864,50.15838,1.2545707,607.12317,422.15613,521.5932,1.189072,25.821611,
P330035,poly(p-formylaminophenylacetylene),*C=C(*)c1ccc(NC=O)cc1,O=CNc1ccc(cc1)C#C,,2.9192538,2.4207387,3.3202856,101.08421,5.209225,2.0100183,2.0663607,1.6825162,36.229,32.567757,3.8510714,5.037058,4.290962,4.6352234,2.7892826,4.114941,3.9750364,4.561327,3.4643178,3.7228715,13.444512,40.700367,52.144768,2103.4958,8.582573,83.46019,86.34071,18.680996,5.9714622,58.772636,1.2220296,636.37134,387.59525,552.2184,1.2505897,29.060858,
P330036,poly(p-methoxyphenylacetylene),COc1ccc(cc1)C(*)=C*,COc1ccc(cc1)C#C,,4.324219,3.888879,3.7126658,114.683334,6.1774855,1.8416554,1.8884741,1.5906827,38.11266,35.90766,3.1032686,4.113539,3.372049,3.6060295,2.5035827,3.2608318,3.1790648,3.553942,2.8695154,3.0265563,29.480625,35.308582,32.955276,1064.2261,5.058532,40.463593,50.4946,10.338381,3.5321822,38.468906,1.3206325,624.44904,390.1782,500.18912,1.1383708,24.863174,
P330037,poly(p-chlorophenylacetylene),Clc1ccc(cc1)C(*)=C*,Clc1ccc(cc1)C#C,,3.869719,3.3191724,3.57653,112.6667,5.80143,1.8610809,1.9611343,1.6294208,39.985874,35.56678,3.215056,4.3718004,3.499804,3.8053823,2.604544,3.363543,3.2774796,3.7392876,2.9942794,3.1392534,13.593441,36.63171,41.653275,1457.3037,7.822985,76.38341,90.033875,17.872149,5.715624,64.80803,1.2343614,675.8262,446.2562,586.98224,1.2259623,28.162155,
P330038,poly(1-cyano-2-phenylacetylene),*C(C#N)=C(*)c1ccccc1,N#CC#Cc1ccccc1,,3.593578,3.050001,3.5874405,102.48828,5.4926815,1.7718179,1.990012,1.6503022,44.522408,40.730583,3.662469,4.7501163,4.034279,4.3478813,2.7380357,3.874235,3.7532053,4.2790275,3.3247037,3.5487685,5.220971,34.18771,50.628075,1920.2091,21.263245,253.5727,270.35013,54.648357,16.398628,186.16019,1.3408319,652.93677,404.1927,580.1037,1.2357415,29.284824,
P330041,"poly(2,2,2-trichloroethyl vinyl carbonate)",ClC(Cl)(Cl)COC(=O)OC(*)C*,ClC(Cl)(Cl)COC(=O)OC=C,,6.2205815,6.0877624,4.191472,91.11995,7.254614,0.79561734,1.7023114,1.4871114,43.604797,41.845528,2.9442003,3.6443462,3.2377775,3.3243887,2.2847064,3.1416388,3.0512357,3.3123612,2.6310027,2.833215,65.1283,7.595688,15.142624,272.7798,1.1091402,7.745903,15.250717,2.6912613,0.9315266,16.570158,1.4168024,560.99194,266.6933,398.6106,1.2922176,29.203121,
P330042,"poly(2,2,2-trifluoroethyl vinyl carbonate)",FC(F)(F)COC(=O)OC(*)C*,FC(F)(F)COC(=O)OC=C,,6.8481684,6.759823,4.3587623,92.0966,7.7741213,0.7289771,1.6070768,1.4303055,39.305286,37.56372,2.5912085,3.2172322,2.806898,2.8520098,2.1808016,2.7343967,2.671772,2.8477037,2.37255,2.51249,96.52402,17.610924,16.471363,398.1859,1.8641428,11.930577,16.990765,3.987115,1.5185034,18.223206,1.4300203,550.85144,236.04129,347.59247,1.2314034,24.404274,
P330043,"poly(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl vinyl carbonate)",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)OC(*)C*,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)OC=C,,6.1311774,6.044167,4.2423215,98.30539,7.326078,0.98959553,1.4870716,1.3312758,35.66403,36.841785,2.0384555,2.6780849,2.0966997,2.0681117,2.043678,2.093515,2.0651317,2.0746224,1.9847851,2.0167527,73.81193,38.636715,37.254593,851.1964,2.006193,12.09258,18.387775,4.1943445,1.7565705,18.355612,1.3734729,588.757,274.14056,367.43024,1.4737985,31.943886,
P330044,poly(1-phenylbut-1-yne),CCC(*)=C(*)c1ccccc1,CCC#Cc1ccccc1,,4.063877,3.7121325,3.860406,88.9712,5.521961,1.2365307,1.8466418,1.566583,31.211449,31.281101,3.0174398,3.927617,3.2528844,3.463096,2.4968424,3.1475575,3.0709968,3.4181485,2.8210337,2.9512026,6.6305103,22.607262,32.73264,1312.5627,25.375248,305.48676,321.5846,65.846725,19.77066,218.03671,1.3173418,607.0231,370.53387,513.43225,1.1054868,23.301863,
P330045,poly(1-phenyloct-1-yne),CCCCCCC(*)=C(*)c1ccccc1,CCCCCCC#Cc1ccccc1,,3.816904,3.446112,3.7687242,88.046875,5.4196687,1.2896464,1.8463442,1.5658641,23.15755,25.838634,3.0242002,3.9884522,3.2615626,3.4765024,2.4847383,3.1517785,3.0778599,3.429503,2.8130195,2.9524045,11.262847,3.8296356,16.8661,663.0646,22.985506,260.37137,270.33203,56.86936,17.48303,181.69125,1.3475815,609.4316,340.27405,470.5192,1.0038686,18.276215,
P330046,poly(1-chloro-2-phenylacetylene),ClC(*)=C(*)c1ccccc1,ClC#Cc1ccccc1,,3.8203971,3.3089175,3.649376,101.04676,5.602664,1.6351125,1.9199574,1.6083875,38.475166,35.4433,3.20383,4.262415,3.4846473,3.7536218,2.6000566,3.3526263,3.2616944,3.6954477,2.985522,3.1268942,5.4813194,25.163956,38.75067,1632.7563,20.007547,242.48004,261.82837,52.407528,15.733901,180.14261,1.2570614,646.4447,408.78195,559.04834,1.2090616,28.52018,
P330050,poly[1-(hexyldimethylsilyl)-1-propyne],CCCCCC[Si](C)(C)C(*)=C(C)*,CCCCCC[Si](C)(C)C#CC,,4.91759,4.7362084,3.9710312,91.57236,6.3256335,1.1292859,1.7789322,1.5291878,22.902117,26.37847,2.9464514,3.8751338,3.2152224,3.3899062,2.3614767,3.1090474,3.023976,3.3470044,2.6916964,2.8579876,41.726048,11.109238,17.383,471.23853,25.31908,256.14966,245.50154,57.449398,18.431036,159.62088,1.4220899,611.0545,305.52808,422.61682,1.013042,18.589325,
P330051,"poly(4,4,6,6-tetramethyl-4,6-disila-2-heptyne)",CC(*)=C(*)[Si](C)(C)C[Si](C)(C)C,CC#C[Si](C)(C)C[Si](C)(C)C,,4.3526545,4.1969347,3.8898325,86.803764,5.8981485,1.2331495,1.7973831,1.5272002,27.003029,28.86534,2.9076934,3.966548,3.2141654,3.4213674,2.3385985,3.0967915,2.9939556,3.3749702,2.658936,2.8187633,24.220947,16.138664,27.494812,939.6709,38.677914,420.16245,397.07758,91.94595,28.89439,253.96988,1.3876207,634.96387,296.67963,418.52606,1.1231185,23.976177,
P330052,"poly(4,4,7,7-tetramethyl-4,7-disila-2-octyne)",CC(*)=C(*)[Si](C)(C)CC[Si](C)(C)C,CC#C[Si](C)(C)CC[Si](C)(C)C,,4.304024,4.1614313,3.9007707,85.615875,5.826021,1.2047505,1.8061255,1.5326972,24.127663,26.43541,2.9386642,3.992064,3.2475476,3.458547,2.3523977,3.128357,3.0252326,3.4108832,2.684413,2.8484418,24.656042,15.055405,25.788807,884.8666,37.59102,404.3521,381.95456,88.72893,27.96918,244.21652,1.3700352,631.35913,298.40906,419.8343,1.0962234,22.35714,
P330053,poly[3-(trimethylsilyl)oct-1-yne],CCCCCC(C(*)=C*)[Si](C)(C)C,CCCCCC(C#C)[Si](C)(C)C,,4.6276555,4.4904222,3.9521914,88.602234,6.0660458,1.1255847,1.7831451,1.5302101,22.70229,25.945066,2.9130893,3.8777695,3.1803598,3.365942,2.347331,3.0812542,2.9882116,3.319743,2.6667545,2.8269398,32.866173,10.303482,17.250423,536.54114,32.62762,357.97525,348.17142,78.35461,24.427055,225.96451,1.413856,616.7269,314.7692,429.72894,1.0197496,19.446337,
P330057,poly(N-vinyl-5H-benzo[b]carbazole),*CC(*)n1c2ccccc2c2cc3ccccc3cc12,C=Cn1c2ccccc2c2cc3ccccc3cc12,,3.447101,3.2528152,3.825761,104.10815,5.1038923,1.6258912,1.874754,1.5908189,21.296064,22.53988,2.925551,4.01259,3.1354876,3.3890848,2.5126567,3.0365348,2.973401,3.3312924,2.7742093,2.8800955,2.4299946,43.313866,49.994522,1530.136,3.0784044,25.293236,39.523464,6.717248,2.3425472,33.70073,1.1297884,680.6919,454.88867,556.88586,1.1598728,23.109615,
